Make,Risk Score,Injury Rate,Survival Rate,Total Person
pzl-mielec,1.7727272727272727,0.7727272727272727,0.0,13
b??lkow,1.7638888888888886,0.8888888888888888,0.125,11
hiller,1.7571428571428571,0.8202380952380952,0.0630952380952381,197
quad city aircraft corp,1.75,0.75,0.0,3
fleet,1.75,0.75,0.0,6
volksplane,1.75,0.75,0.0,4
cook,1.75,0.875,0.125,6
"funk, d.d. aviation co.",1.75,0.875,0.125,7
harris,1.75,0.75,0.0,5
cessna ector,1.75,0.75,0.0,3
hoffmann,1.75,0.75,0.0,3
noble,1.75,0.75,0.0,4
stemme,1.75,0.75,0.0,3
air tractor inc.,1.75,0.75,0.0,3
schempp-hirth flugzeugbau,1.75,0.75,0.0,3
bryan,1.75,0.75,0.0,5
scott,1.75,0.75,0.0,4
teague,1.75,0.75,0.0,3
skypower,1.75,0.8333333333333334,0.08333333333333333,8
haring clay,1.75,1.0,0.25,4
american legend,1.75,1.0,0.25,3
hunter,1.75,0.75,0.0,4
fisher,1.75,0.75,0.0,7
savage,1.75,0.75,0.0,3
buckeye industries,1.75,0.875,0.125,7
hoover,1.75,0.75,0.0,3
weatherly aviation co inc,1.75,0.75,0.0,4
giles,1.75,1.0,0.25,3
o'connor,1.75,1.0,0.25,3
christen industries inc,1.75,0.75,0.0,10
buckeye aviation,1.75,0.75,0.0,3
christen industries inc.,1.75,0.75,0.0,3
ryan aeronautical,1.75,0.8125,0.0625,14
keesler,1.75,0.75,0.0,3
baldwin,1.75,1.0,0.25,4
powrachute,1.75,0.875,0.125,12
logan,1.75,0.75,0.0,6
hackney,1.75,0.75,0.0,3
stearman,1.7222222222222223,0.8333333333333334,0.1111111111111111,16
schweizer aircraft corp,1.7142857142857142,0.7142857142857143,0.0,7
weber,1.7142857142857142,0.7142857142857143,0.0,9
evans aircraft,1.7142857142857142,0.7142857142857143,0.0,7
flight design,1.7,0.75,0.05,17
murphy,1.7,0.7,0.0,7
martin,1.7,0.8,0.1,10
glasflugel,1.6923076923076923,0.6923076923076923,0.0,13
cessna aircraft co,1.6875,0.6875,0.0,10
weatherly,1.6875,0.703125,0.015625,33
aviat aircraft inc,1.6875,0.71875,0.03125,28
kaman,1.6866666666666665,0.7333333333333333,0.04666666666666666,32
temco,1.6764705882352942,0.6764705882352942,0.0,24
ayres corporation,1.675,0.7,0.025,21
woods,1.6666666666666667,0.6666666666666666,0.0,3
thrush aircraft inc,1.6666666666666667,0.6666666666666666,0.0,3
franklin,1.6666666666666667,0.6666666666666666,0.0,4
scorpion,1.6666666666666667,0.6666666666666666,0.0,4
nord,1.6666666666666667,0.8333333333333334,0.16666666666666666,4
kelly,1.6666666666666667,0.6666666666666666,0.0,3
bradley,1.6666666666666667,0.6666666666666666,0.0,3
liberty aerospace inc.,1.6666666666666667,0.6666666666666666,0.0,3
md helicopters,1.6666666666666667,0.8333333333333334,0.16666666666666666,7
glassair,1.6666666666666667,0.6666666666666666,0.0,5
keuthan,1.6666666666666667,0.6666666666666666,0.0,4
questair,1.6666666666666667,0.6666666666666666,0.0,3
siai marchetti,1.6666666666666667,0.6666666666666666,0.0,8
quickie,1.6666666666666667,0.6666666666666666,0.0,13
burnett,1.6666666666666667,0.8333333333333334,0.16666666666666666,4
fields,1.6666666666666667,0.6666666666666666,0.0,3
mikoyan gurevich,1.6666666666666667,0.6666666666666666,0.0,3
drake,1.6666666666666667,0.6666666666666666,0.0,3
progressive aerodyne inc,1.6666666666666667,0.8333333333333334,0.16666666666666666,6
czech aircraft works spol sro,1.6666666666666667,0.6666666666666666,0.0,7
green,1.6666666666666667,0.6666666666666666,0.0,3
intermountain mfg. (imco),1.6666666666666667,0.6666666666666666,0.0,3
monnett,1.6666666666666667,0.6666666666666666,0.0,6
new piper aircraft inc,1.6666666666666667,0.6666666666666666,0.0,8
aircoupe,1.6666666666666667,0.8333333333333334,0.16666666666666666,6
alon,1.6666666666666667,0.7291666666666666,0.0625,32
pietenpol,1.6666666666666667,0.6666666666666666,0.0,8
mooney airplane co inc,1.6666666666666667,0.6666666666666666,0.0,4
agusta-bell,1.6666666666666667,1.0,0.3333333333333333,3
anderson,1.6666666666666667,0.6666666666666666,0.0,3
meyers aircraft co.,1.6666666666666667,0.6666666666666666,0.0,5
brantly helicopter,1.6666666666666667,0.6666666666666666,0.0,14
stewart,1.6666666666666667,0.6666666666666666,0.0,3
fischer,1.6666666666666667,0.6666666666666666,0.0,3
stanton,1.6666666666666667,0.6666666666666666,0.0,3
staudacher,1.6666666666666667,0.6666666666666666,0.0,3
canadian car & foundry,1.6666666666666667,0.6666666666666666,0.0,4
carter,1.6666666666666667,0.6666666666666666,0.0,5
stolp,1.6666666666666667,0.6666666666666666,0.0,7
aircraft mfg & development co,1.6666666666666667,0.6666666666666666,0.0,4
austin,1.6666666666666667,0.6666666666666666,0.0,3
bell/tsirah,1.6666666666666665,0.6666666666666666,0.0,3
canadair ltd,1.6666666666666665,0.6666666666666666,0.0,3
haugen,1.6666666666666665,0.6666666666666666,0.0,3
stubbe-kitfox,1.6666666666666665,0.6666666666666666,0.0,3
grumman american aviation corp,1.6666666666666665,0.6666666666666666,0.0,3
s.a.n.,1.6666666666666665,0.6666666666666666,0.0,3
garlick,1.6586666666666667,0.7493333333333334,0.09066666666666666,34
american,1.6576086956521738,0.7065217391304348,0.04891304347826087,78
schleicher,1.6535087719298247,0.6896929824561403,0.03618421052631579,97
ercoupe,1.6491228070175439,0.6710526315789473,0.021929824561403508,64
rotorway,1.6458333333333333,0.6666666666666666,0.020833333333333332,32
trick trikes,1.6428571428571428,0.7142857142857143,0.07142857142857142,11
engineering & research,1.6428571428571428,0.7142857142857143,0.07142857142857142,10
homebuilt,1.6428571428571428,0.6428571428571429,0.0,14
schweizer,1.6427777777777777,0.7391666666666666,0.0963888888888889,441
schempp-hirth,1.6403508771929824,0.6578947368421053,0.017543859649122806,65
rolladen-schneider,1.64,0.64,0.0,27
buckeye,1.6333333333333333,0.6666666666666666,0.03333333333333333,20
flight design gmbh,1.6304347826086956,0.717391304347826,0.08695652173913043,36
aeronca,1.629979035639413,0.6960167714884696,0.0660377358490566,452
travel air,1.625,0.625,0.0,5
olson,1.625,0.75,0.125,6
johnson,1.625,0.625,0.0,19
jenkins,1.625,0.625,0.0,6
autogyro,1.625,0.625,0.0,12
glaser-dirks,1.625,0.625,0.0,13
aviat,1.6196581196581197,0.7008547008547008,0.0811965811965812,61
blanik,1.619047619047619,0.8571428571428571,0.23809523809523808,13
benson,1.6153846153846154,0.6153846153846154,0.0,13
zenair,1.6153846153846154,0.6153846153846154,0.0,17
eagle,1.611111111111111,0.7777777777777778,0.16666666666666666,11
rutan,1.611111111111111,0.6805555555555555,0.06944444444444443,17
taylorcraft,1.6102150537634408,0.6922043010752689,0.08198924731182795,309
american aviation corp. (aac),1.6071428571428572,0.6071428571428571,0.0,19
mooney aircraft corp.,1.6041666666666667,0.6041666666666666,0.0,22
luscombe,1.6041666666666667,0.6729166666666667,0.06875,252
cgs,1.6,0.6,0.0,5
ward,1.6,0.6,0.0,5
texas helicopter corp,1.6,0.6,0.0,5
texas helicopter,1.6,0.6,0.0,11
advertising mgmt & consulting,1.6,0.6,0.0,5
air creation,1.6,0.6333333333333333,0.03333333333333333,21
lewis,1.6,0.6,0.0,5
hiller-soloy,1.6,0.7,0.1,9
pezetel,1.6,0.6,0.0,5
north wing uum inc,1.6,0.7,0.1,8
i.c.a. brasov,1.6,0.7,0.1,24
kitfox,1.6,0.7,0.1,16
evektor-aerotechnik as,1.6,0.7,0.1,9
bowers,1.6,0.6,0.0,5
northwing,1.6,0.6,0.0,6
mccurry,1.5999999999999999,1.4,0.8,5
zenith,1.5952380952380953,0.6190476190476191,0.023809523809523808,28
eagle aircraft co.,1.5952380952380951,0.6547619047619048,0.05952380952380952,20
grumman,1.5942527678399763,0.666458449764948,0.07220568192497165,842
interstate,1.59375,0.625,0.03125,15
air tractor,1.5917678812415654,0.606612685560054,0.014844804318488529,261
kolb company,1.5909090909090908,0.6363636363636364,0.045454545454545456,15
ryan,1.5906432748538013,0.6374269005847953,0.04678362573099415,126
varga,1.588235294117647,0.6764705882352942,0.08823529411764706,25
republic,1.5875,0.6833333333333333,0.09583333333333333,35
stinson,1.5850427350427352,0.6933760683760684,0.10833333333333332,318
brantly,1.5833333333333335,0.6666666666666667,0.08333333333333333,17
avid,1.5833333333333333,0.5833333333333334,0.0,9
butler,1.5833333333333333,0.5833333333333334,0.0,6
curtiss-wright,1.5833333333333333,0.5833333333333333,0.0,8
air & space,1.5833333333333333,0.75,0.16666666666666666,9
pitts special,1.5777777777777777,0.6000000000000001,0.022222222222222223,13
mcdonnell douglas helicopter,1.576470588235294,0.7000000000000001,0.12352941176470589,40
erco,1.5714285714285714,0.5714285714285714,0.0,14
schempp hirth,1.5714285714285714,0.5714285714285714,0.0,9
pzl-bielsko,1.5714285714285714,0.5714285714285714,0.0,8
quest,1.5666666666666669,0.6333333333333334,0.06666666666666667,16
brown,1.5625,0.5625,0.0,11
young,1.5625,0.5625,0.0,10
air tractor inc,1.5585106382978724,0.5691489361702128,0.010638297872340425,98
burkhart grob,1.5567375886524824,0.6897163120567376,0.13297872340425532,79
rotec,1.5555555555555556,0.5555555555555556,0.0,10
shaffer,1.5555555555555556,0.7777777777777777,0.2222222222222222,5
lake,1.5544117647058824,0.6490196078431373,0.0946078431372549,164
wsk pzl mielec,1.554054054054054,0.5675675675675675,0.013513513513513514,41
ayres,1.5520833333333335,0.575,0.02291666666666667,92
silvaire,1.55,0.6,0.05,19
hughes,1.5454898088670361,0.6765308988137958,0.13104108994675973,984
titan,1.5454545454545454,0.5454545454545454,0.0,12
airborne,1.5454545454545454,0.5454545454545454,0.0,14
american eurocopter corp,1.5416666666666667,0.5416666666666666,0.0,11
miller,1.5384615384615385,0.5384615384615384,0.0,13
airbus helicopters,1.5364583333333333,0.59375,0.057291666666666664,27
bell helicopter textron,1.5320512820512822,0.5961538461538461,0.06410256410256411,31
grumman american avn. corp.,1.5289855072463767,0.6014492753623188,0.07246376811594202,42
navion,1.5270833333333333,0.6104166666666667,0.08333333333333333,79
ercoupe (eng & research corp.),1.525974025974026,0.5974025974025974,0.07142857142857142,121
eipper,1.524390243902439,0.5609756097560976,0.036585365853658534,50
diamond aircraft ind inc,1.5227272727272727,0.5454545454545454,0.022727272727272728,40
md helicopter inc,1.5166666666666668,0.65,0.13333333333333333,13
globe,1.5151515151515154,0.571969696969697,0.056818181818181816,71
pitts,1.5041062801932368,0.5323671497584541,0.02826086956521739,94
siai-marchetti,1.503787878787879,0.5189393939393939,0.01515151515151515,40
lockwood,1.5,0.5,0.0,2
armpriest,1.5,1.0,0.5,2
romeo,1.5,0.5,0.0,2
allstar pzl glider,1.5,0.5,0.0,2
malechek,1.5,1.0,0.5,2
ricardo lopez,1.5,1.0,0.5,2
world helicopters,1.5,0.5,0.0,2
wolf,1.5,0.5,0.0,6
let np kinovice,1.5,1.0,0.5,2
piper/stevens,1.5,0.5,0.0,2
knapp,1.5,0.5,0.0,2
rotary,1.5,0.75,0.25,3
karr,1.5,0.5,0.0,2
lopez phillip,1.5,0.5,0.0,2
antares,1.5,0.5,0.0,5
wiley,1.5,0.5,0.0,2
worthington,1.5,0.5,0.0,2
marino,1.5,1.0,0.5,2
alexander schleicher gmbh & co,1.5,0.5,0.0,4
ross,1.5,0.5,0.0,2
allegro,1.5,0.5,0.0,2
piper/cub crafters,1.5,0.6666666666666666,0.16666666666666666,8
md helicopter inc.,1.5,1.0,0.5,2
liberty aerospace incorporated,1.5,0.5,0.0,3
mark gibson,1.5,1.0,0.5,2
arctic aircraft corp.,1.5,1.0,0.5,2
whigham,1.5,0.5,0.0,2
pitenpol aircamper,1.5,1.0,0.5,2
roman,1.5,0.5,0.0,2
"bell-olympic helicopters, inc.",1.5,0.5,0.0,2
richard a. denisar,1.5,1.0,0.5,2
bell-carson,1.5,0.5,0.0,2
3xtrim,1.5,0.5,0.0,2
pipistrel italia s r l,1.5,0.5,0.0,2
zaverton elmer,1.5,1.0,0.5,2
american autogyro,1.5,0.75,0.25,4
m squared,1.5,0.5,0.0,2
mong sport,1.5,0.75,0.25,3
m-squared,1.5,0.5,0.0,3
zawada,1.5,0.5,0.0,2
rogers,1.5,0.5,0.0,2
bell/soloy,1.5,0.5,0.0,2
joseph e. crosby,1.5,1.0,0.5,2
"joseph c. andrews, jr.",1.5,0.5,0.0,2
lydick,1.5,0.5,0.0,2
mikoyan mig,1.5,0.5,0.0,3
aeros,1.5,0.5,0.0,2
macphee,1.5,0.5,0.0,2
klemp gregory j,1.5,0.5,0.0,2
just aircraft llc,1.5,0.5,0.0,2
american eurocopter llc,1.5,0.5,0.0,7
bell shelby aero,1.5,0.5,0.0,2
preiss,1.5,1.0,0.5,2
zodiac,1.5,0.5,0.0,2
mike smilee,1.5,0.5,0.0,2
arnet pereyra aero,1.5,0.5,0.0,2
zlin aviation s.r.o.,1.5,0.5,0.0,2
aerofab,1.5,0.5,0.0,2
lowe,1.5,0.5,0.0,4
ams-flight d.o.o.,1.5,0.5,0.0,2
louks,1.5,0.5,0.0,2
scandinavian aero industry,1.5,1.0,0.5,2
richardson,1.5,0.5,0.0,2
winter j.t/johnson,1.5,1.0,0.5,2
morrison,1.5,0.5,0.0,2
robert j. jackson,1.5,1.0,0.5,2
ainsworth,1.5,0.5,0.0,2
sanders,1.5,0.5,0.0,3
avions mudry et cie,1.5,0.5,0.0,3
saloff,1.5,1.0,0.5,2
rehn,1.5,0.5,0.0,2
avions fairey,1.5,0.5,0.0,2
wilson quicksilver,1.5,0.5,0.0,2
barber,1.5,0.5,0.0,2
york,1.5,0.5,0.0,2
morse frank l,1.5,0.5,0.0,2
mk ii,1.5,0.5,0.0,2
kenneth patsch,1.5,0.5,0.0,2
roberts,1.5,0.75,0.25,4
laporte,1.5,1.0,0.5,2
adolfson,1.5,0.5,0.0,2
sandell,1.5,0.5,0.0,2
aero adventure,1.5,0.5,0.0,2
arrow aircraft co.,1.5,0.5,0.0,3
samson,1.5,0.5,0.0,2
mccall,1.5,0.5,0.0,3
wicks,1.5,0.5,0.0,2
pietonpol-imrie,1.5,0.5,0.0,2
mccarty,1.5,0.5,0.0,4
beachner,1.5,0.5,0.0,3
air creations,1.5,0.5,0.0,2
kiesel easy,1.5,0.5,0.0,2
air trikes,1.5,0.5,0.0,2
matthews,1.5,0.5,0.0,2
samual g. dasilva,1.5,1.0,0.5,2
bailey,1.5,0.5,0.0,7
reviere,1.5,0.5,0.0,2
bacon,1.5,0.5,0.0,5
maule aircraft corp,1.5,0.5,0.0,2
adventura,1.5,1.0,0.5,2
mattison,1.5,0.5,0.0,4
remos acft gmbh flugzeugbau,1.5,0.5,0.0,5
mitchell david n,1.5,0.5,0.0,2
becker,1.5,0.5,0.0,2
lee,1.5,0.5,0.0,3
marvin t eiland,1.5,0.5,0.0,2
lazair,1.5,0.5,0.0,3
mcfarland,1.5,0.5,0.0,3
aircraft mfg & development co.,1.5,1.0,0.5,2
acroduster,1.5,0.5,0.0,2
atkinson,1.5,0.5,0.0,2
sabian,1.5,0.5,0.0,2
marshall,1.5,0.5,0.0,2
kennedy,1.5,0.5,0.0,4
kite,1.5,0.5,0.0,2
as+ ltd,1.5,0.5,0.0,2
reilly,1.5,0.5,0.0,2
lemoine marvin j. jr.,1.5,0.5,0.0,2
moses tim c,1.5,0.5,0.0,2
abruzzo,1.5,1.0,0.5,2
albrecht,1.5,0.5,0.0,2
mcdougall,1.5,0.5,0.0,2
mitchell aircraft corp,1.5,1.0,0.5,2
barclay/vincent,1.5,0.5,0.0,4
lawrence,1.5,0.5,0.0,2
rudolph zeller,1.5,0.5,0.0,2
wsk pzl-krosno,1.5,0.5,0.0,2
bartle,1.5,0.75,0.25,4
larson,1.5,0.5,0.0,3
masko,1.5,0.5,0.0,2
mcdonald,1.5,0.5,0.0,2
"larson, c.h.",1.5,0.5,0.0,4
aircraft mfg & dev. co. (amd),1.5,0.6666666666666666,0.16666666666666666,6
melenyk,1.5,1.0,0.5,2
aero mirage,1.5,0.5,0.0,2
aerotechnik,1.5,0.5,0.0,2
"kendall, blair",1.5,1.0,0.5,2
pringle,1.5,1.0,0.5,2
piel emeraude,1.5,0.5,0.0,2
lavia argentina s.a.,1.5,0.5,0.0,2
avery,1.5,0.5,0.0,2
quicksilver enterprises inc,1.5,0.5,0.0,2
gt ultralights,1.5,0.5,0.0,2
gregg origer,1.5,0.5,0.0,2
great lakes adams,1.5,0.5,0.0,2
green castle,1.5,0.5,0.0,2
denight,1.5,0.5,0.0,2
chinook plus 2,1.5,0.5,0.0,2
thompson,1.5,0.5,0.0,7
sport flight,1.5,0.75,0.25,3
bellanca aircraft corporation,1.5,0.5,0.0,2
chicco miguel e,1.5,0.5,0.0,2
spezio,1.5,0.5,0.0,2
guimbal,1.5,0.5,0.0,3
spencer,1.5,0.75,0.25,3
grimm,1.5,0.5,0.0,3
nicholson,1.5,0.5,0.0,3
chance vought,1.5,0.638888888888889,0.13888888888888887,9
grubert,1.5,0.5,0.0,2
challenger ii,1.5,0.5,0.0,2
newmann edward w,1.5,0.5,0.0,2
cgs aviation llc,1.5,0.5,0.0,2
grazhopper,1.5,0.5,0.0,2
gray jerry,1.5,0.5,0.0,2
oneil,1.5,1.0,0.5,2
passadori norman,1.5,0.5,0.0,2
cloud,1.5,0.5,0.0,2
close,1.5,0.5,0.0,2
girard,1.5,0.5,0.0,2
omf,1.5,1.0,0.5,2
cliff,1.5,0.5,0.0,2
clayton gerald h,1.5,0.5,0.0,2
rand,1.5,0.5,0.0,5
deleeuw,1.5,0.5,0.0,2
clarke,1.5,1.0,0.5,2
golden,1.5,0.5,0.0,2
golden circle air,1.5,0.5,0.0,2
ultralight america,1.5,0.5,0.0,3
rand robinson,1.5,0.5,0.0,2
stampe et renard,1.5,1.0,0.5,2
stallings,1.5,0.5,0.0,2
ultralight flight,1.5,0.5,0.0,3
christian,1.5,0.5,0.0,4
taber,1.5,0.5,0.0,2
eagle balloons corp.,1.5,1.0,0.5,2
edwards douglas l,1.5,0.5,0.0,2
vans-rupert,1.5,0.5,0.0,2
pdps pzl-bielsko,1.5,0.5,0.0,2
snobird,1.5,0.5,0.0,2
vangilder,1.5,0.5,0.0,2
vangrunsven,1.5,0.5,0.0,2
smyth sidewinder,1.5,0.5,0.0,2
smitrvich starduster,1.5,0.5,0.0,2
camair aircraft corp.,1.5,0.5,0.0,3
cady,1.5,0.5,0.0,2
peck,1.5,0.5,0.0,3
haddan,1.5,1.0,0.5,2
butcher russell a,1.5,0.5,0.0,2
hawker beechcraft corp,1.5,0.5,0.0,6
bushmaster aircraft,1.5,1.0,0.5,4
destiny powered parachutes llc,1.5,0.5,0.0,2
deweese,1.5,0.5,0.0,2
bush caddy usa,1.5,1.0,0.5,2
vector,1.5,0.5,0.0,2
hazelwood michael s,1.5,0.5,0.0,2
snow,1.5,0.5,0.0,4
snyded,1.5,0.5,0.0,4
harmon/lance,1.5,0.5,0.0,2
harmon,1.5,0.5,0.0,2
vail,1.5,0.5,0.0,2
celier aviation,1.5,0.5,0.0,3
pzl warszawa-okecie,1.5,0.5,0.0,2
hal,1.5,0.5,0.0,5
taylorcraft aviation corp,1.5,0.75,0.25,3
cavalier,1.5,0.5,0.0,2
van,1.5,0.5,0.0,2
castle,1.5,1.0,0.5,2
hallburg,1.5,0.5,0.0,2
hammond,1.5,0.5,0.0,3
caron,1.5,0.5,0.0,2
carlson aircraft,1.5,0.5,0.0,2
capstaff,1.5,0.5,0.0,2
capella,1.5,0.5,0.0,2
harding,1.5,0.5,0.0,2
hare,1.5,1.0,0.5,2
harlow,1.5,1.0,0.5,2
gillet,1.5,0.5,0.0,2
ulfeldt,1.5,0.5,0.0,2
heard,1.5,1.0,0.5,2
cushing,1.5,0.5,0.0,3
tifft,1.5,0.5,0.0,2
fagan,1.5,0.5,0.0,2
fairchild heli-porter,1.5,0.5,0.0,2
dammann,1.5,0.5,0.0,2
ellis,1.5,0.5,0.0,2
elliott cirrus,1.5,0.5,0.0,2
stugart,1.5,0.5,0.0,2
czech aircraft works,1.5,0.5,0.0,5
strissel,1.5,0.5,0.0,2
crowser,1.5,0.5,0.0,2
quicksilver aircraft,1.5,0.75,0.25,3
quicksilver,1.5,0.5568181818181818,0.056818181818181816,60
rice,1.5,0.5,0.0,2
norton/cloeren,1.5,0.5,0.0,2
toland s/thornburgh j,1.5,0.5,0.0,2
fisher michael e,1.5,0.5,0.0,2
cub crafters,1.5,0.5625,0.0625,13
storey,1.5,0.5,0.0,2
daniel m. dent,1.5,0.5,0.0,2
tierra,1.5,0.5,0.0,2
evektor-aerotechnik a.s.,1.5,0.5,0.0,2
p&m aviation ltd,1.5,0.5,0.0,6
syracuse,1.5,0.5,0.0,4
davidson-thorpe,1.5,1.0,0.5,2
emroth emair,1.5,0.5,0.0,2
enbody frank,1.5,0.5,0.0,2
davidson,1.5,0.5,0.0,3
tackabury,1.5,0.5,0.0,2
david cadorette,1.5,1.0,0.5,2
erickson,1.5,0.5,0.0,2
erickson (glasair),1.5,0.5,0.0,2
erickson larry d,1.5,0.5,0.0,2
olsen,1.5,0.5,0.0,4
ellsworth,1.5,0.5,0.0,2
eskildsen,1.5,0.5,0.0,2
daughters,1.5,0.5,0.0,2
dassault/sud,1.5,0.6666666666666666,0.16666666666666666,6
ellsberg,1.5,0.5,0.0,2
sutton tailwind,1.5,0.5,0.0,2
rainbow aircraft (pty) ltd,1.5,0.5,0.0,2
toman jack jr,1.5,0.5,0.0,2
colburn,1.5,1.0,0.5,2
gaynor donald j,1.5,0.5,0.0,2
north american/schwamm,1.5,0.5,0.0,2
consolidated vultee,1.5,0.5,0.0,2
"consolidated aeronautics, inc",1.5,0.5,0.0,2
garner,1.5,0.5,0.0,2
garrett,1.5,0.5,0.0,2
turner,1.5,1.0,0.5,2
elkind bruce,1.5,0.5,0.0,2
steens,1.5,0.5,0.0,2
twente,1.5,0.5,0.0,2
stolp starduster,1.5,0.5,0.0,2
dean leslie n,1.5,0.5,0.0,2
gemini int'l.,1.5,0.75,0.25,3
gentry john k,1.5,0.5,0.0,2
collins,1.5,0.5,0.0,2
colliander,1.5,0.5,0.0,2
ghiles philippe/american ga,1.5,1.0,0.5,2
start & flug,1.5,0.5,0.0,2
gideon,1.5,0.5,0.0,2
ellenberger/werner,1.5,0.5,0.0,2
tucker,1.5,0.5,0.0,3
rainey,1.5,0.5,0.0,4
elliot,1.5,0.5,0.0,2
top dog,1.5,0.5,0.0,4
stol aircraft corp,1.5,0.5,0.0,2
stoeckler,1.5,0.5,0.0,2
forney,1.5,0.5,0.0,10
forrest haynes,1.5,1.0,0.5,2
crawford,1.5,0.5,0.0,2
covey,1.5,0.5,0.0,2
coughlin,1.5,0.5,0.0,2
frank,1.5,1.0,0.5,2
stevens r p/mccright d w,1.5,0.5,0.0,2
frederick,1.5,0.5,0.0,2
palmer,1.5,0.5,0.0,3
freeman h easton,1.5,0.5,0.0,2
cornwell,1.5,0.5,0.0,2
corken/guillet,1.5,1.0,0.5,2
frost,1.5,0.5,0.0,2
fullana,1.5,0.5,0.0,2
headrick,1.5,1.0,0.5,2
davis john,1.5,0.5,0.0,2
higher class aviation,1.5,1.0,0.5,2
pruss richard s,1.5,0.5,0.0,2
holloway,1.5,0.5,0.0,2
senior aerosport/paet,1.5,0.5,0.0,2
holden,1.5,0.5,0.0,2
downer,1.5,0.85,0.35,10
terrence a. sack,1.5,0.5,0.0,2
hodge,1.5,1.0,0.5,2
raum,1.5,1.0,0.5,2
violet,1.5,1.0,0.5,2
nations,1.5,0.5,0.0,2
murray,1.5,1.0,0.5,2
sellors,1.5,0.5,0.0,2
petrik,1.5,0.5,0.0,2
blucher,1.5,0.5,0.0,2
holmgreen,1.5,1.0,0.5,2
hirsch,1.5,1.0,0.5,2
terry,1.5,0.5,0.0,2
"murphy aircraft mfg, ltd.",1.5,0.5,0.0,2
"six chutter, inc.",1.5,1.0,0.5,2
seales,1.5,1.0,0.5,2
"blackmun, larry",1.5,0.5,0.0,2
"wag-aero, inc.",1.5,0.5,0.0,3
james postlewait,1.5,0.5,0.0,2
scorpion too,1.5,0.5,0.0,2
terry e. morris,1.5,1.0,0.5,2
terry tevis,1.5,0.5,0.0,2
pegasus,1.5,0.5,0.0,3
walton,1.5,0.5,0.0,3
issoire-aviation,1.5,0.5,0.0,2
hess,1.5,0.5,0.0,3
i.c.a.-brasov (romania),1.5,0.5,0.0,3
drzymala,1.5,0.5,0.0,2
howard aircraft corp.,1.5,0.5,0.0,3
short,1.5,0.5,0.0,4
brandt,1.5,0.5,0.0,3
huebbe,1.5,0.5,0.0,2
wakewood,1.5,0.5,0.0,2
bozeman,1.5,0.5,0.0,2
raymond,1.5,0.5,0.0,2
boyd young,1.5,1.0,0.5,2
walker edgar e,1.5,0.5,0.0,2
bowers fly baby,1.5,0.5,0.0,2
i.c.a.-brasov,1.5,0.5,0.0,2
thomas,1.5,0.5,0.0,4
downer aircraft industries,1.5,0.75,0.25,3
"teratorn aircraft, inc.",1.5,0.5,0.0,2
rawdon bros. aircraft,1.5,0.5,0.0,3
peter a. yarger,1.5,0.5,0.0,2
hooker,1.5,0.5,0.0,2
w. e. simmons max air,1.5,1.0,0.5,2
icp,1.5,0.5,0.0,3
borom,1.5,0.5,0.0,2
sharp,1.5,0.5,0.0,2
borgman,1.5,0.5,0.0,2
interplane sro,1.5,1.0,0.5,2
ireneusz,1.5,0.5,0.0,2
walter d. courtney,1.5,0.5,0.0,2
hi-max,1.5,0.5,0.0,2
pereyra,1.5,0.75,0.25,3
skilling,1.5,0.5,0.0,2
johnson joel h,1.5,0.5,0.0,2
jodel-bernier,1.5,0.5,0.0,2
bunch,1.5,0.5,0.0,2
joel h johnson,1.5,1.0,0.5,2
mueller,1.5,0.5,0.0,2
dodd,1.5,0.5,0.0,2
skillman,1.5,0.5,0.0,2
john lauer,1.5,0.5,0.0,2
dominiak,1.5,0.5,0.0,2
rasmussen,1.5,0.5,0.0,2
weiss-haynes,1.5,0.5,0.0,2
schlitter randy j,1.5,0.5,0.0,2
schleicher alexander gmbh & co,1.5,0.5,0.0,2
henderson,1.5,0.5,0.0,5
redgate,1.5,0.5,0.0,2
phillips,1.5,0.625,0.125,5
jonas,1.5,0.5,0.0,2
heisler,1.5,0.5,0.0,2
burkhart grob flugzeugbah,1.5,0.5,0.0,2
jones,1.5,0.5,0.0,11
reed,1.5,0.5,0.0,3
wesley,1.5,0.5,0.0,3
jonker sailplanes (pty) ltd,1.5,0.5,0.0,2
joplin,1.5,0.5,0.0,2
bellanca citabria,1.5,0.5,0.0,2
schrack,1.5,0.5,0.0,2
johansen/thiessen,1.5,0.5,0.0,2
bulmer,1.5,0.5,0.0,2
ditommasso-keminski,1.5,1.0,0.5,2
jerrell,1.5,0.5,0.0,2
skykits usa corp,1.5,0.5,0.0,2
schumacher,1.5,0.5,0.0,4
osborne,1.5,0.5,0.0,2
jerome wells,1.5,1.0,0.5,2
bumgarner,1.5,1.0,0.5,2
schultz,1.5,0.5,0.0,2
schwarz,1.5,0.5,0.0,5
durbin,1.5,0.5,0.0,2
henney michael a,1.5,0.5,0.0,2
reamer,1.5,0.5,0.0,2
watts,1.5,0.5,0.0,2
jauch,1.5,0.5,0.0,2
buckeye aviation inc,1.5,0.5,0.0,8
let,1.4937072024791322,0.6810141450492329,0.18730694257010047,122
diamond,1.4907407407407407,0.5694444444444444,0.07870370370370369,37
vans,1.4886363636363635,0.5056818181818182,0.017045454545454544,131
waco,1.4842767295597485,0.6116352201257861,0.12735849056603774,121
boeing stearman,1.4833333333333334,0.6333333333333333,0.15,26
american eurocopter,1.4795918367346939,0.6122448979591837,0.1326530612244898,16
